Configured with email username  None , password  False
_sa_instance_state, elasticsearch, id, intensity, negativity, position, recommended, timestamp, url, user_id
"<sqlalchemy.orm.state.InstanceState object at 0x7f145f8ffc70>","67","799","1","0","0","1","2021-08-10 12:38:27.168678","https://krant.trouw.nl/titles/trouw/8321/publications/1324/articles/1423951/13/2","None",
"<sqlalchemy.orm.state.InstanceState object at 0x7f145f8ffd30>","66","800","0","0","1","1","2021-08-10 12:38:27.785830","https://digitalekrant.telegraaf.nl/static/cci/index.html?epub=https://digitalekrant.telegraaf.nl/cdn/premium/d083fad4c99234e06fc6b8bb79bc6d11/web/OPS/cciobjects.json&hash=298d151db3fb78253dc5#/pages/20-21","None",
"<sqlalchemy.orm.state.InstanceState object at 0x7f145f8ffdf0>","80","801","0","0","2","1","2021-08-10 12:38:28.464012","https://krant.ad.nl/titles/algemeendagblad/7908/publications/25539/articles/1423256/41/2","None",
"<sqlalchemy.orm.state.InstanceState object at 0x7f145f8ffeb0>","45","802","0","0","3","1","2021-08-10 12:38:29.184054","https://www.nrc.nl/nieuws/2021/08/06/het-gespierde-ideaalbeeld-werkt-anabolengebruik-in-de-hand-ik-moet-meer-spieren-meer-meer-meer-a4053966#20210809-79741-110","None",
"<sqlalchemy.orm.state.InstanceState object at 0x7f145f8fff70>","6","803","0","0","4","1","2021-08-10 12:38:29.808479","https://digitalekrant.telegraaf.nl/static/cci/index.html?epub=https://digitalekrant.telegraaf.nl/cdn/premium/d083fad4c99234e06fc6b8bb79bc6d11/web/OPS/cciobjects.json&hash=af6fee057698046a408a#/pages/1","None",
"<sqlalchemy.orm.state.InstanceState object at 0x7f145f887070>","33","804","0","1","5","1","2021-08-10 12:38:29.828140","https://www.nrc.nl/nieuws/2021/08/08/experts-anabolenhandel-onvoldoende-aangepakt-a4054157#20210809-79741-102","None",
"<sqlalchemy.orm.state.InstanceState object at 0x7f145f887130>","35","805","0","0","0","1","2021-08-10 12:40:46.970331","https://krant.ad.nl/titles/algemeendagblad/7908/publications/25539/articles/1423256/37/2","None",
"<sqlalchemy.orm.state.InstanceState object at 0x7f145f8871f0>","18","806","0","1","1","1","2021-08-10 12:40:48.197420","https://krant.trouw.nl/titles/trouw/8321/publications/1323/articles/1423254/13/1","None",
"<sqlalchemy.orm.state.InstanceState object at 0x7f145f8872b0>","64","807","0","0","2","1","2021-08-10 12:40:48.523255","https://krant.volkskrant.nl/titles/volkskrant/7929/publications/1329/articles/1423949/2/1","None",
"<sqlalchemy.orm.state.InstanceState object at 0x7f145f887370>","56","808","0","0","3","1","2021-08-10 12:40:48.715568","https://krant.ad.nl/titles/algemeendagblad/7908/publications/25539/articles/1423256/29/1","None",
"<sqlalchemy.orm.state.InstanceState object at 0x7f145f887430>","38","809","1","0","4","1","2021-08-10 12:40:48.738172","https://krant.trouw.nl/titles/trouw/8321/publications/1323/articles/1423254/9/3","None",
"<sqlalchemy.orm.state.InstanceState object at 0x7f145f8874f0>","52","810","0","0","5","1","2021-08-10 12:40:49.398875","https://krant.ad.nl/titles/algemeendagblad/7908/publications/25539/articles/1423256/15/4","None",
"<sqlalchemy.orm.state.InstanceState object at 0x7f145f8875b0>","72","811","0","0","0","1","2021-08-10 12:40:55.198648","https://krant.ad.nl/titles/algemeendagblad/7908/publications/25539/articles/1423256/41/1","None",
"<sqlalchemy.orm.state.InstanceState object at 0x7f145f887670>","70","812","0","1","1","1","2021-08-10 12:40:56.593227","https://krant.trouw.nl/titles/trouw/8321/publications/1324/articles/1423951/10/5","None",
"<sqlalchemy.orm.state.InstanceState object at 0x7f145f887730>","38","813","1","0","2","1","2021-08-10 12:40:59.446758","https://krant.trouw.nl/titles/trouw/8321/publications/1323/articles/1423254/9/3","None",
"<sqlalchemy.orm.state.InstanceState object at 0x7f145f8877f0>","66","814","0","0","3","1","2021-08-10 12:41:01.800322","https://digitalekrant.telegraaf.nl/static/cci/index.html?epub=https://digitalekrant.telegraaf.nl/cdn/premium/d083fad4c99234e06fc6b8bb79bc6d11/web/OPS/cciobjects.json&hash=298d151db3fb78253dc5#/pages/20-21","None",
"<sqlalchemy.orm.state.InstanceState object at 0x7f145f8878b0>","67","815","1","0","4","1","2021-08-10 12:41:02.214853","https://krant.trouw.nl/titles/trouw/8321/publications/1324/articles/1423951/13/2","None",
"<sqlalchemy.orm.state.InstanceState object at 0x7f145f887970>","9","816","0","0","5","1","2021-08-10 12:41:02.944932","https://krant.volkskrant.nl/titles/volkskrant/7929/publications/1329/articles/1423949/8/5","None",
"<sqlalchemy.orm.state.InstanceState object at 0x7f145f887a30>","1","817","0","0","0","1","2021-08-10 12:41:07.732544","https://krant.trouw.nl/titles/trouw/8321/publications/1323/articles/1423254/10/6","None",
"<sqlalchemy.orm.state.InstanceState object at 0x7f145f887af0>","67","818","1","0","1","1","2021-08-10 12:41:09.668875","https://krant.trouw.nl/titles/trouw/8321/publications/1324/articles/1423951/13/2","None",
"<sqlalchemy.orm.state.InstanceState object at 0x7f145f887bb0>","38","819","1","0","0","1","2021-08-10 12:41:11.274314","https://krant.trouw.nl/titles/trouw/8321/publications/1323/articles/1423254/9/3","None",
"<sqlalchemy.orm.state.InstanceState object at 0x7f145f887c70>","38","820","1","0","1","1","2021-08-10 12:41:13.071102","https://krant.trouw.nl/titles/trouw/8321/publications/1323/articles/1423254/9/3","None",
"<sqlalchemy.orm.state.InstanceState object at 0x7f145f887d30>","50","821","0","1","2","1","2021-08-10 12:41:14.571001","https://krant.trouw.nl/titles/trouw/8321/publications/1324/articles/1423951/10/4","None",
"<sqlalchemy.orm.state.InstanceState object at 0x7f145f887df0>","52","822","0","0","3","1","2021-08-10 12:41:16.005980","https://krant.ad.nl/titles/algemeendagblad/7908/publications/25539/articles/1423256/15/4","None",
"<sqlalchemy.orm.state.InstanceState object at 0x7f145f887eb0>","49","823","0","0","4","1","2021-08-10 12:41:16.805673","https://krant.ad.nl/titles/algemeendagblad/7908/publications/25557/articles/1423952/15/3","None",
"<sqlalchemy.orm.state.InstanceState object at 0x7f145f887f70>","61","824","0","0","5","1","2021-08-10 12:41:18.477548","https://krant.trouw.nl/titles/trouw/8321/publications/1323/articles/1423254/7/3","None",
"<sqlalchemy.orm.state.InstanceState object at 0x7f145f88d070>","46","825","0","0","0","1","2021-08-10 12:48:43.568015","https://krant.volkskrant.nl/titles/volkskrant/7929/publications/1328/articles/1423252/10/1","None",
"<sqlalchemy.orm.state.InstanceState object at 0x7f145f88d130>","78","826","1","1","1","1","2021-08-10 12:48:43.980432","https://krant.ad.nl/titles/algemeendagblad/7908/publications/25557/articles/1423952/35/2","None",
"<sqlalchemy.orm.state.InstanceState object at 0x7f145f88d1f0>","37","827","0","0","2","1","2021-08-10 12:48:44.690358","https://krant.volkskrant.nl/titles/volkskrant/7929/publications/1328/articles/1423252/46/4","None",
"<sqlalchemy.orm.state.InstanceState object at 0x7f145f88d2b0>","36","828","0","1","3","1","2021-08-10 12:48:45.019648","https://krant.trouw.nl/titles/trouw/8321/publications/1323/articles/1423254/17/2","None",
"<sqlalchemy.orm.state.InstanceState object at 0x7f145f88d370>","79","829","0","0","4","1","2021-08-10 12:48:45.085047","https://digitalekrant.telegraaf.nl/static/cci/index.html?epub=https://digitalekrant.telegraaf.nl/cdn/premium/d083fad4c99234e06fc6b8bb79bc6d11/web/OPS/cciobjects.json&hash=205c3ba965494183c729#/pages/26-27","None",
"<sqlalchemy.orm.state.InstanceState object at 0x7f145f88d430>","34","830","0","0","5","1","2021-08-10 12:48:45.106649","https://krant.ad.nl/titles/algemeendagblad/7908/publications/25557/articles/1423952/32/1","None",
"<sqlalchemy.orm.state.InstanceState object at 0x7f145f88d4f0>","38","831","1","0","0","1","2021-08-10 12:54:12.793257","https://krant.trouw.nl/titles/trouw/8321/publications/1323/articles/1423254/9/3","None",
"<sqlalchemy.orm.state.InstanceState object at 0x7f145f88d5b0>","61","832","0","0","1","1","2021-08-10 12:54:13.027392","https://krant.trouw.nl/titles/trouw/8321/publications/1323/articles/1423254/7/3","None",
"<sqlalchemy.orm.state.InstanceState object at 0x7f145f88d670>","50","833","0","1","2","1","2021-08-10 12:54:13.631937","https://krant.trouw.nl/titles/trouw/8321/publications/1324/articles/1423951/10/4","None",
"<sqlalchemy.orm.state.InstanceState object at 0x7f145f88d730>","12","834","0","0","3","1","2021-08-10 12:54:13.932835","https://krant.ad.nl/titles/algemeendagblad/7908/publications/25557/articles/1423952/2/8","None",
"<sqlalchemy.orm.state.InstanceState object at 0x7f145f88d7f0>","52","835","0","0","4","1","2021-08-10 12:54:14.600069","https://krant.ad.nl/titles/algemeendagblad/7908/publications/25539/articles/1423256/15/4","None",
"<sqlalchemy.orm.state.InstanceState object at 0x7f145f88d8b0>","49","836","0","0","5","1","2021-08-10 12:54:14.962323","https://krant.ad.nl/titles/algemeendagblad/7908/publications/25557/articles/1423952/15/3","None",
"<sqlalchemy.orm.state.InstanceState object at 0x7f145f88d970>","52","837","0","0","0","1","2021-08-10 12:54:45.513706","https://krant.ad.nl/titles/algemeendagblad/7908/publications/25539/articles/1423256/15/4","None",
"<sqlalchemy.orm.state.InstanceState object at 0x7f145f88da30>","31","838","0","0","1","1","2021-08-10 12:54:45.965835","https://www.nrc.nl/nieuws/2021/08/08/emotionele-messi-neemt-afscheid-bij-fc-barcelona-a4054087#20210809-79741-102","None",
"<sqlalchemy.orm.state.InstanceState object at 0x7f145f88daf0>","66","839","0","0","2","1","2021-08-10 12:54:46.107251","https://digitalekrant.telegraaf.nl/static/cci/index.html?epub=https://digitalekrant.telegraaf.nl/cdn/premium/d083fad4c99234e06fc6b8bb79bc6d11/web/OPS/cciobjects.json&hash=298d151db3fb78253dc5#/pages/20-21","None",
"<sqlalchemy.orm.state.InstanceState object at 0x7f145f88dbb0>","38","840","1","0","3","1","2021-08-10 12:54:46.128971","https://krant.trouw.nl/titles/trouw/8321/publications/1323/articles/1423254/9/3","None",
"<sqlalchemy.orm.state.InstanceState object at 0x7f145f88dc70>","6","841","0","0","4","1","2021-08-10 12:54:46.150080","https://digitalekrant.telegraaf.nl/static/cci/index.html?epub=https://digitalekrant.telegraaf.nl/cdn/premium/d083fad4c99234e06fc6b8bb79bc6d11/web/OPS/cciobjects.json&hash=af6fee057698046a408a#/pages/1","None",
"<sqlalchemy.orm.state.InstanceState object at 0x7f145f88dd30>","5","842","0","1","5","1","2021-08-10 12:54:46.171146","https://www.nrc.nl/nieuws/2021/08/06/fc-messi-leefde-op-de-pof-maar-in-barcelona-is-creatief-boekhouden-verleden-tijd-a4053993#20210809-79741-306","None",
"<sqlalchemy.orm.state.InstanceState object at 0x7f145f88ddf0>","31","843","0","0","0","1","2021-08-10 12:57:07.958012","https://www.nrc.nl/nieuws/2021/08/08/emotionele-messi-neemt-afscheid-bij-fc-barcelona-a4054087#20210809-79741-102","7",
"<sqlalchemy.orm.state.InstanceState object at 0x7f145f88deb0>","52","844","0","0","1","1","2021-08-10 12:57:08.664379","https://krant.ad.nl/titles/algemeendagblad/7908/publications/25539/articles/1423256/15/4","7",
"<sqlalchemy.orm.state.InstanceState object at 0x7f145f88df70>","38","845","1","0","2","1","2021-08-10 12:57:09.348355","https://krant.trouw.nl/titles/trouw/8321/publications/1323/articles/1423254/9/3","7",
"<sqlalchemy.orm.state.InstanceState object at 0x7f145f894070>","18","846","0","1","3","1","2021-08-10 12:57:09.835820","https://krant.trouw.nl/titles/trouw/8321/publications/1323/articles/1423254/13/1","7",
"<sqlalchemy.orm.state.InstanceState object at 0x7f145f894130>","43","847","0","0","4","1","2021-08-10 12:57:10.698583","https://krant.ad.nl/titles/algemeendagblad/7908/publications/25557/articles/1423952/2/6","7",
"<sqlalchemy.orm.state.InstanceState object at 0x7f145f8941f0>","41","848","0","0","5","1","2021-08-10 12:57:11.279676","https://krant.volkskrant.nl/titles/volkskrant/7929/publications/1329/articles/1423949/1/2","7",
"<sqlalchemy.orm.state.InstanceState object at 0x7f145f8942b0>","18","849","0","1","0","1","2021-08-10 13:02:47.937714","https://krant.trouw.nl/titles/trouw/8321/publications/1323/articles/1423254/13/1","7",
"<sqlalchemy.orm.state.InstanceState object at 0x7f145f894370>","88","850","0","0","1","1","2021-08-10 13:02:48.665894","https://krant.trouw.nl/titles/trouw/8321/publications/1324/articles/1423951/8/3","7",
"<sqlalchemy.orm.state.InstanceState object at 0x7f145f894430>","41","851","0","0","2","1","2021-08-10 13:02:49.831005","https://krant.volkskrant.nl/titles/volkskrant/7929/publications/1329/articles/1423949/1/2","7",
"<sqlalchemy.orm.state.InstanceState object at 0x7f145f8944f0>","78","852","1","1","3","1","2021-08-10 13:02:50.235234","https://krant.ad.nl/titles/algemeendagblad/7908/publications/25557/articles/1423952/35/2","7",
"<sqlalchemy.orm.state.InstanceState object at 0x7f145f8945b0>","39","853","0","0","4","1","2021-08-10 13:02:50.269562","https://digitalekrant.telegraaf.nl/static/cci/index.html?epub=https://digitalekrant.telegraaf.nl/cdn/premium/d083fad4c99234e06fc6b8bb79bc6d11/web/OPS/cciobjects.json&hash=e9539b472b9eb55457f6#/pages/10-11","7",
"<sqlalchemy.orm.state.InstanceState object at 0x7f145f894670>","17","854","0","0","5","1","2021-08-10 13:02:50.612402","https://digitalekrant.telegraaf.nl/static/cci/index.html?epub=https://digitalekrant.telegraaf.nl/cdn/premium/d083fad4c99234e06fc6b8bb79bc6d11/web/OPS/cciobjects.json&hash=8c397612bedfac4bd3d8#/pages/4-5","7",
"<sqlalchemy.orm.state.InstanceState object at 0x7f145f894730>","86","855","0","0","0","1","2021-08-10 13:03:50.681621","https://digitalekrant.telegraaf.nl/static/cci/index.html?epub=https://digitalekrant.telegraaf.nl/cdn/premium/d083fad4c99234e06fc6b8bb79bc6d11/web/OPS/cciobjects.json&hash=56c2b31106c9efd86c49#/pages/8-9","8",
"<sqlalchemy.orm.state.InstanceState object at 0x7f145f8947f0>","31","856","0","0","1","1","2021-08-10 13:03:50.819480","https://www.nrc.nl/nieuws/2021/08/08/emotionele-messi-neemt-afscheid-bij-fc-barcelona-a4054087#20210809-79741-102","8",
"<sqlalchemy.orm.state.InstanceState object at 0x7f145f8948b0>","37","857","0","0","2","1","2021-08-10 13:03:51.107163","https://krant.volkskrant.nl/titles/volkskrant/7929/publications/1328/articles/1423252/46/4","8",
"<sqlalchemy.orm.state.InstanceState object at 0x7f145f894970>","63","858","0","1","3","1","2021-08-10 13:03:51.395767","https://krant.volkskrant.nl/titles/volkskrant/7929/publications/1329/articles/1423949/8/3","8",
"<sqlalchemy.orm.state.InstanceState object at 0x7f145f894a30>","5","859","0","1","4","1","2021-08-10 13:03:52.672609","https://www.nrc.nl/nieuws/2021/08/06/fc-messi-leefde-op-de-pof-maar-in-barcelona-is-creatief-boekhouden-verleden-tijd-a4053993#20210809-79741-306","8",
"<sqlalchemy.orm.state.InstanceState object at 0x7f145f894af0>","78","860","1","1","5","1","2021-08-10 13:03:53.046133","https://krant.ad.nl/titles/algemeendagblad/7908/publications/25557/articles/1423952/35/2","8",
"<sqlalchemy.orm.state.InstanceState object at 0x7f145f894bb0>","44","861","0","0","0","1","2021-08-11 06:54:49.357585","https://digitalekrant.telegraaf.nl/static/cci/index.html?epub=https://digitalekrant.telegraaf.nl/cdn/premium/d083fad4c99234e06fc6b8bb79bc6d11/web/OPS/cciobjects.json&hash=e7c9499f06ccc2138827#/pages/30","8",
"<sqlalchemy.orm.state.InstanceState object at 0x7f145f894c70>","45","862","1","0","1","1","2021-08-11 06:54:50.295195","https://krant.volkskrant.nl/titles/volkskrant/7929/publications/1329/articles/1423949/8/4","8",
"<sqlalchemy.orm.state.InstanceState object at 0x7f145f894d30>","40","863","1","0","2","1","2021-08-11 06:54:51.604567","https://digitalekrant.telegraaf.nl/static/cci/index.html?epub=https://digitalekrant.telegraaf.nl/cdn/premium/6b053383d8ab220c4e96ee92595d68b3/web/OPS/cciobjects.json&hash=a57a889259e4613943bc#/pages/42-43","8",
"<sqlalchemy.orm.state.InstanceState object at 0x7f145f894df0>","37","864","0","0","3","1","2021-08-11 06:54:52.506820","https://www.nrc.nl/nieuws/2021/08/10/kamagurka-a4054255#20210810-79743-102","8",
"<sqlalchemy.orm.state.InstanceState object at 0x7f145f894eb0>","10","865","0","0","4","1","2021-08-11 06:54:53.384076","https://digitalekrant.telegraaf.nl/static/cci/index.html?epub=https://digitalekrant.telegraaf.nl/cdn/premium/d083fad4c99234e06fc6b8bb79bc6d11/web/OPS/cciobjects.json&hash=8c397612bedfac4bd3d8#/pages/4-5","8",
"<sqlalchemy.orm.state.InstanceState object at 0x7f145f894f70>","17","866","0","1","5","1","2021-08-11 06:54:54.518385","https://digitalekrant.telegraaf.nl/static/cci/index.html?epub=https://digitalekrant.telegraaf.nl/cdn/premium/6b053383d8ab220c4e96ee92595d68b3/web/OPS/cciobjects.json&hash=144eddfc6c25d503b185#/pages/26-27","8",
"<sqlalchemy.orm.state.InstanceState object at 0x7f145f89c070>","21","867","0","0","0","1","2021-08-11 07:08:02.633101","https://krant.trouw.nl/titles/trouw/8321/publications/1325/articles/1424643/12/4","8",
"<sqlalchemy.orm.state.InstanceState object at 0x7f145f89c130>","79","868","0","0","1","1","2021-08-11 07:08:03.567484","https://digitalekrant.telegraaf.nl/static/cci/index.html?epub=https://digitalekrant.telegraaf.nl/cdn/premium/6b053383d8ab220c4e96ee92595d68b3/web/OPS/cciobjects.json&hash=49ea1f365f59494d788e#/pages/25","8",
"<sqlalchemy.orm.state.InstanceState object at 0x7f145f89c1f0>","72","869","1","1","2","1","2021-08-11 07:08:05.164202","https://krant.ad.nl/titles/algemeendagblad/7908/publications/25557/articles/1423952/35/2","8",
"<sqlalchemy.orm.state.InstanceState object at 0x7f145f89c2b0>","73","870","0","0","3","1","2021-08-11 07:08:05.523518","https://digitalekrant.telegraaf.nl/static/cci/index.html?epub=https://digitalekrant.telegraaf.nl/cdn/premium/d083fad4c99234e06fc6b8bb79bc6d11/web/OPS/cciobjects.json&hash=205c3ba965494183c729#/pages/26-27","8",
"<sqlalchemy.orm.state.InstanceState object at 0x7f145f89c370>","31","871","0","0","4","1","2021-08-11 07:08:07.344976","https://krant.ad.nl/titles/algemeendagblad/7908/publications/25557/articles/1423952/2/6","8",
"<sqlalchemy.orm.state.InstanceState object at 0x7f145f89c430>","20","872","0","1","5","1","2021-08-11 07:08:07.868664","https://www.nrc.nl/nieuws/2021/08/10/fastned-5840-euro-26-investeringen-in-net-drijven-verlies-op-a4054275#20210810-79743-304","8",
"<sqlalchemy.orm.state.InstanceState object at 0x7f145f89c4f0>","31","873","0","0","0","1","2021-08-11 07:08:49.679916","https://krant.ad.nl/titles/algemeendagblad/7908/publications/25557/articles/1423952/2/6","8",
"<sqlalchemy.orm.state.InstanceState object at 0x7f145f89c5b0>","11","874","0","0","1","1","2021-08-11 07:08:50.560633","https://digitalekrant.telegraaf.nl/static/cci/index.html?epub=https://digitalekrant.telegraaf.nl/cdn/premium/6b053383d8ab220c4e96ee92595d68b3/web/OPS/cciobjects.json&hash=e0a03da27efb6a41fc62#/pages/10-11","8",
